title,url,locale,nation,category,tags
wificurse,https://git.2f30.org/wificurse/atom.xml,en-us,,projects,wifi
Wiki de sebsauvage.net,https://sebsauvage.net/wiki/feed.php,fr-fr,france,news,"computer,network"
Wilton Park - Activity on GOV.UK,https://www.gov.uk/government/organisations/wilton-park.atom,en-gb,united kingdom,governments,uk
Windrush Commemoration Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/windrush-commemoration-committee.atom,en-gb,united kingdom,governments,uk
WinFuture News,https://static.winfuture.de/feeds/WinFuture-News-rss2.0.xml,de-de,germany,news,"technology,germany,computer"
WinFuture Top News,https://static.winfuture.de/feeds/WinFuture-Top-News-rss2.0.xml,de-de,germany,news,"technology,germany,computer"
wipri,http://gg6zxtreajiijztyy5g6bt5o6l3qu32nrg7eulyemlhxwwl6enk6ghad.onion/RightToPrivacy/wipri.atom,en-us,,activity,
wipri,http://gg6zxtreajiijztyy5g6bt5o6l3qu32nrg7eulyemlhxwwl6enk6ghad.onion/RightToPrivacy/wipri.atom,en-us,,activity,"wifi,radio"
Wolf Studio,https://mastodon.online/@wolf3d.rss,en-us,,corporations,"3d,art"
Wolvic,https://wolvic.com/blog/feed.xml,en-us,,projects,internet
Wonderful Cook,https://wonderfulcook.com/feed/,en-us,,catalogues,recipe
Woodpecker CI,https://woodpecker-ci.org/blog/atom.xml,en-us,,projects,"code,development,collaboration"
WordPress.com News,https://wordpress.com/blog/feed/,en-us,,news,"internet,website,publishing"
WordPress,https://wordpress.org/news/feed/,en-us,,projects,"internet,website,publishing"
World Wide Web Consortium,https://w3c.social/@w3c.rss,en-us,massachusetts,organizations,"internet,standard,telecom"
xbattmon,https://git.2f30.org/xbattmon/atom.xml,en-us,,projects,system
xcursorlocate,https://git.peppe.rs/cli/xcursorlocate/atom/src?h=master,en-us,,activity,cursor
XDA Developers,https://www.xda-developers.com/feed/,en-us,,news,"pda,mobile,computer,software,telecom,technology"
xfce-look.org - Latest Products,https://www.xfce-look.org/content.rdf,en-us,,catalogues,software
xLog Latest,https://xlog.app/feed/latest,"en-us,zh-cn",,feeds,
XMPP.is,https://xmpp.is/feed/,en-us,,news,"telecom,xmpp,internet"
XMPP-IT Italian Community,https://www.xmpp-it.net/feed/,it-it,italy,news,xmpp
Xonotic: The Free and Fast Arena Shooter,https://xonotic.org/index.xml,en-us,,projects,"fps,game,action"
XWiki Development,https://www.xwiki.org/xwiki/bin/view/Blog/GlobalBlogRss?xpage=plain,en-us,france,projects,"wiki,cms,website"
XWiki,https://blog.ludovic.org/xwiki/bin/view/Blog/XWiki?xpage=plain&sheet=Blog.CategoryRss,en-us,france,projects,"wiki,publishing,website"
XWiki SAS,https://xwiki.com/en/Blog/GlobalBlogRss?xpage=plain,en-us,france,corporations,"cms,website,wiki,publishing"
XXIIVV,https://wiki.xxiivv.com/links/rss.xml,en-us,canada,news,"computer,sailing,people,lifestyle"
YafaRay,http://yafaray.org/news.xml,en-us,,projects,graphics
yaourt: a pacman frontend,https://archlinux.fr/yaourt-en/feed,fr-fr,france,projects,"linux,aur,package manager"
Yarn Blog,https://yarnpkg.com/blog/atom.xml,en-us,,projects,package manager
Yesterweb Forum,https://forum.yesterweb.org/app.php/feed,en-us,,forums,webring
Yggdrasil Network,https://yggdrasil-network.github.io/feed.xml,en-us,,projects,"protocol,internet,tor,proxy,yggdrasil,mixnet"
ynet - Culture,https://www.ynet.co.il/Integration/StoryRss3086.xml,en-il,israel,news,culture
ynet - Jewish,https://www.ynet.co.il/Integration/StoryRss3443.xml,en-il,israel,news,judaism
ynet - News,https://www.ynet.co.il/Integration/StoryRss3082.xml,en-il,israel,news,israel
ynet - אוכל,https://www.ynet.co.il/Integration/StoryRss975.xml,he-il,israel,news,food
ynet - בריאות,https://www.ynet.co.il/Integration/StoryRss1208.xml,he-il,israel,news,health
ynet - דיגיטל,https://www.ynet.co.il/Integration/StoryRss544.xml,he-IL,israel,news,computer
ynet - דעות,https://www.ynet.co.il/Integration/StoryRss194.xml,he-il,israel,news,opinion
ynet - הורים,https://www.ynet.co.il/Integration/StoryRss3052.xml,he-il,israel,news,family
ynet - חדר משלך,https://www.ynet.co.il/Integration/StoryRss4111.xml,he-il,israel,news,culture
ynet - חדשות,https://www.ynet.co.il/Integration/StoryRss2.xml,he-il,israel,news,israel
ynet - יהדות,https://www.ynet.co.il/Integration/StoryRss4403.xml,he-il,israel,news,judaism
ynet - יחסים,https://www.ynet.co.il/Integration/StoryRss3925.xml,he-il,israel,news,relationship
ynet - ירוק,https://www.ynet.co.il/Integration/StoryRss4872.xml,he-il,israel,news,nature
ynet - כלכלה,https://www.ynet.co.il/Integration/StoryRss6.xml,he-il,israel,news,business
ynet - מבזקים,https://www.ynet.co.il/Integration/StoryRss1854.xml,he-il,israel,news,israel
ynet - מדע,https://www.ynet.co.il/Integration/StoryRss2142.xml,he-il,israel,news,fiction
ynet - מעורבות,https://www.ynet.co.il/Integration/StoryRss3262.xml,he-il,israel,news,israel
ynet - ספורט,https://www.ynet.co.il/Integration/StoryRss3.xml,he-il,israel,news,sports
ynet - צרכנות,https://www.ynet.co.il/Integration/StoryRss5363.xml,he-il,israel,news,"business,consumerism"
ynet - רכב,https://www.ynet.co.il/Integration/StoryRss550.xml,he-il,israel,news,vehicle
ynet - תיירות,https://www.ynet.co.il/Integration/StoryRss598.xml,he-il,israel,news,travel
ynet - תרבות,https://www.ynet.co.il/Integration/StoryRss538.xml,he-IL,israel,news,culture
Yorkshire Dales National Park Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/yorkshire-dales-national-park-authority.atom,en-gb,united kingdom,governments,uk
Youth Custody Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/youth-custody-service.atom,en-gb,united kingdom,governments,uk
Youth Justice Agency of Northern Ireland - Activity on GOV.UK,https://www.gov.uk/government/organisations/youth-justice-agency-of-northern-ireland.atom,en-gb,united kingdom,governments,"ireland,uk"
Youth Justice Board for England and Wales - Activity on GOV.UK,https://www.gov.uk/government/organisations/youth-justice-board-for-england-and-wales.atom,en-gb,united kingdom,governments,uk
Zapier,https://zapier.com/blog/feeds/latest/,en-us,,projects,automation
ZDFheute,https://www.zdf.de/rss/zdf/nachrichten,de-de,germany,news,technology
"ZEIT ONLINE | Nachrichten, News, Hintergründe und Debatten",https://newsfeed.zeit.de/index,de-de,germany,news,"europe,germany"
Zendesk,https://www.zendesk.com/public/assets/sitemaps/en/feed.xml,en-us,san francisco,corporations,marketing
Zeroday Podcast (stefan),https://podcasts.social/@zeroday.rss,de-de,germany,podcasts,computer
ZeroGov,https://zerogov.com/feed/,en-us,,news,"usa,government"
Zola,https://zola.discourse.group/posts.rss,en-us,,forums,"cms,intrenet"
Ηρακλής Παπαθεοδώρου • heracl.es,https://heracl.es/el/feed.xml,el-gr,greece,news,"technology,electronics,computer"
За вашу и нашу Свободу!,https://lev-sharansky2.livejournal.com/data/atom,ru-ru,russia,news,"culture,russia"
Книжный трекер,https://booktracker.org/rss.php,ru-ru,russia,catalogues,torrent
РЖЕВСКАЯ ПРАВДА,https://presska.ru/feed/,ru-ru,russia,news,"russia,europe"
Торрент игры,https://gamestracker.org/torrents/rss/,ru-ru,russia,catalogues,torrent
Хомяк diSabler'а,https://dsy.name/feed/,ru-ru,russia,news,xmpp
בחדרי חרדים,https://www.bhol.co.il/rss/index.xml,he-il,israel,news,"judaism,israel"
בית חבד מלבורן,https://chabadmel.com/feed/,he-il,australia,news,judaism
דה מרקר - היי-טק,https://www.themarker.com/srv/tm-technation,he-il,israel,news,business
דה מרקר - וול סטריט,https://www.themarker.com/srv/tm-wallstreet,he-il,israel,news,business
דה מרקר - כותרות דף הבית,https://www.themarker.com/srv/tm-all-articles,he-il,israel,news,business
דה מרקר - כותרות היום,https://www.themarker.com/srv/tm-news,he-il,israel,news,business
דה מרקר - נדלן,https://www.themarker.com/srv/tm-real-estate,he-il,israel,news,business
דה מרקר - עסקים קטנים ובינוניים,https://www.themarker.com/srv/tm-small-business,he-il,israel,news,business
דה מרקר - פרשנויות היום,https://www.themarker.com/srv/tm-opinions,he-il,israel,news,"business,opinion"
דה מרקר - צרכנות,https://www.themarker.com/srv/tm-consumer,he-il,israel,news,business
דה מרקר - שוק ההון,https://www.themarker.com/srv/tm-markets,he-il,israel,news,business
העין השביעית,https://www.the7eye.org.il/feed,he-il,israel,news,"propaganda,israel,media"
כנס מדיה,https://kenes-media.com/feed/,he-il,israel,news,"farm,israel"
"כפר ביל""ו",https://bilu.org.il/feed/,he-il,israel,news,israel
מגזין יד2,https://magazine.yad2.co.il/feed,he-il,israel,news,"lifestyle,law,property,business"
מזבלה,https://mizbala.com/feed,he-il,,news,"propaganda,media,internet,israel"
מעלים את התדר,https://www.ahava528.com/feed/,he-il,,videos,"government,conspiracy,israel,war,health,industry"
משתלת ולך,https://www.fruit.co.il/feed/,he-il,israel,news,nature
שוק ההון והשקעות,https://www.globes.co.il/webservice/rss/rssfeeder.asmx/FeederNode?iID=585,he-il,israel,news,business
کرم‌های کامپیوتر,https://pcworms.ir/feed/,ir-ir,iran,news,"technology,computer,islam,people,opinion"
エンタメ,https://mainichi.jp/rss/etc/mainichi-enta.rss,ja-jp,japan,news,"entertainment,industry,movie,music,film"
スポーツ,https://mainichi.jp/rss/etc/mainichi-sports.rss,ja-jp,japan,news,sports
ニュース速報（総合）,https://mainichi.jp/rss/etc/mainichi-flash.rss,ja-jp,japan,news,"government,local,world,economics,business,japan"
社説・解説・コラム,https://mainichi.jp/rss/etc/opinion.rss,ja-jp,japan,news,"opinion,commentary"
Audio - The Pirate Bay,https://tpb.party/rss//top100/100,en-us,sweden,catalogues,"torrent,audio"
Music Top100 - The Pirate Bay,https://tpb.party/rss/top100/101,en-us,sweden,catalogues,"torrent,music"
Music Newest - The Pirate Bay,https://tpb.party/rss/new/101,en-us,sweden,catalogues,"torrent,music"
Audio books Top100 - The Pirate Bay,https://tpb.party/rss/top100/102,en-us,sweden,catalogues,"torrent,audiobook"
Audio books Newest - The Pirate Bay,https://tpb.party/rss/new/102,en-us,sweden,catalogues,"torrent,audiobook"
Sound clips Top100 - The Pirate Bay,https://tpb.party/rss/top100/103,en-us,sweden,catalogues,"torrent,sound"
Sound clips Newest - The Pirate Bay,https://tpb.party/rss/new/103,en-us,sweden,catalogues,"torrent,sound"
FLAC Top100 - The Pirate Bay,https://tpb.party/rss/top100/104,en-us,sweden,catalogues,"torrent,flac,music"
FLAC Newest - The Pirate Bay,https://tpb.party/rss/new/104,en-us,sweden,catalogues,"torrent,flac,music"
Other Top100 - The Pirate Bay,https://tpb.party/rss/top100/199,en-us,sweden,catalogues,"torrent,audio"
Other Newest - The Pirate Bay,https://tpb.party/rss/new/199,en-us,sweden,catalogues,"torrent,audio"
Video - The Pirate Bay,https://tpb.party/rss//top100/200,en-us,sweden,catalogues,"torrent,video"
Movies Top100 - The Pirate Bay,https://tpb.party/rss/top100/201,en-us,sweden,catalogues,"torrent,movie"
Movies Newest - The Pirate Bay,https://tpb.party/rss/new/201,en-us,sweden,catalogues,"torrent,movie"
Movies DVDR Top100 - The Pirate Bay,https://tpb.party/rss/top100/202,en-us,sweden,catalogues,"torrent,movie"
Movies DVDR Newest - The Pirate Bay,https://tpb.party/rss/new/202,en-us,sweden,catalogues,"torrent,movie"
Music videos Top100 - The Pirate Bay,https://tpb.party/rss/top100/203,en-us,sweden,catalogues,"torrent,music"
Music videos Newest - The Pirate Bay,https://tpb.party/rss/new/203,en-us,sweden,catalogues,"torrent,music"
Movie clips Top100 - The Pirate Bay,https://tpb.party/rss/top100/204,en-us,sweden,catalogues,"torrent,movie"
Movie clips Newest - The Pirate Bay,https://tpb.party/rss/new/204,en-us,sweden,catalogues,"torrent,movie"
TV shows Top100 - The Pirate Bay,https://tpb.party/rss/top100/205,en-us,sweden,catalogues,"torrent,tv"
TV shows Newest - The Pirate Bay,https://tpb.party/rss/new/205,en-us,sweden,catalogues,"torrent,tv"
Handheld Top100 - The Pirate Bay,https://tpb.party/rss/top100/206,en-us,sweden,catalogues,"torrent,handheld,video"
Handheld Newest - The Pirate Bay,https://tpb.party/rss/new/206,en-us,sweden,catalogues,"torrent,handheld,video"
HD - Movies Top100 - The Pirate Bay,https://tpb.party/rss/top100/207,en-us,sweden,catalogues,"torrent,hd,movie"
HD - Movies Newest - The Pirate Bay,https://tpb.party/rss/new/207,en-us,sweden,catalogues,"torrent,hd,movie"
HD - TV shows Top100 - The Pirate Bay,https://tpb.party/rss/top100/208,en-us,sweden,catalogues,"torrent,hd,tv"
HD - TV shows Newest - The Pirate Bay,https://tpb.party/rss/new/208,en-us,sweden,catalogues,"torrent,hd,tv"
3D Top100 - The Pirate Bay,https://tpb.party/rss/top100/209,en-us,sweden,catalogues,"torrent,video,3d"
3D Newest - The Pirate Bay,https://tpb.party/rss/new/209,en-us,sweden,catalogues,"torrent,video,3d"
Other Top100 - The Pirate Bay,https://tpb.party/rss/top100/299,en-us,sweden,catalogues,"torrent,video"
Other Newest - The Pirate Bay,https://tpb.party/rss/new/299,en-us,sweden,catalogues,"torrent,video"
Applications - The Pirate Bay,https://tpb.party/rss//top100/300,en-us,sweden,catalogues,"torrent,application"
Windows Top100 - The Pirate Bay,https://tpb.party/rss/top100/301,en-us,sweden,catalogues,"torrent,reactos"
Windows Newest - The Pirate Bay,https://tpb.party/rss/new/301,en-us,sweden,catalogues,"torrent,reactos"
Mac Top100 - The Pirate Bay,https://tpb.party/rss/top100/302,en-us,sweden,catalogues,"torrent,macos"
Mac Newest - The Pirate Bay,https://tpb.party/rss/new/302,en-us,sweden,catalogues,"torrent,macos"
UNIX Top100 - The Pirate Bay,https://tpb.party/rss/top100/303,en-us,sweden,catalogues,"torrent,unix"
UNIX Newest - The Pirate Bay,https://tpb.party/rss/new/303,en-us,sweden,catalogues,"torrent,unix"
Handheld Top100 - The Pirate Bay,https://tpb.party/rss/top100/304,en-us,sweden,catalogues,"torrent,application,handheld"
Handheld Newest - The Pirate Bay,https://tpb.party/rss/new/304,en-us,sweden,catalogues,"torrent,application,handheld"
IOS (iPad/iPhone) Top100 - The Pirate Bay,https://tpb.party/rss/top100/305,en-us,sweden,catalogues,"torrent,ios"
IOS (iPad/iPhone) Newest - The Pirate Bay,https://tpb.party/rss/new/305,en-us,sweden,catalogues,"torrent,ios"
Android Top100 - The Pirate Bay,https://tpb.party/rss/top100/306,en-us,sweden,catalogues,"torrent,android"
Android Newest - The Pirate Bay,https://tpb.party/rss/new/306,en-us,sweden,catalogues,"torrent,android"
Other OS Top100 - The Pirate Bay,https://tpb.party/rss/top100/399,en-us,sweden,catalogues,"torrent,application"
Other OS Newest - The Pirate Bay,https://tpb.party/rss/new/399,en-us,sweden,catalogues,"torrent,application"
Games - The Pirate Bay,https://tpb.party/rss//top100/400,en-us,sweden,catalogues,"torrent,game"
